stop_id,stop_name,stop_lat,stop_lon
"0012147","Leipzig, Lindenthal, Lindenallee","51.399405","12.341800"
"0012148","Leipzig, Lindenthal, Sophienstr.","51.391404","12.322806"
"0012149","Leipzig, Lindenthal, An der Schule","51.392403","12.333212"
"0012151","Leipzig, Lindenthaler Hauptstr.","51.392607","12.328901"
"0012152","Leipzig, Landsberger/Bahnhofstr.","51.386600","12.349403"
"0012153","Leipzig, Lindenthal, An der alten Windmühle","51.392703","12.339400"
"0012155","Leipzig, Pommernstr.","51.331200","12.428910"
"0012156","Taucha (b. Leipzig), Seegeritz Mitte","51.393915","12.479008"
"0012157","Taucha (b. Leipzig), Am Veitsberg","51.388993","12.483636"
"0012158","Taucha (b. Leipzig), Merkwitz","51.407941","12.476623"
"0012159","Taucha (b. Leipzig), Ortsausgang Seegeritz","51.398765","12.480699"
"0012164","Taucha (b. Leipzig), Sportplatz Graßdorf","51.386688","12.488864"
"0012166","Leipzig, Böhlitz-Ehrenberg, Burghausener Str.","51.361702","12.271203"
"0012167","Leipzig, Feuerbachstr.","51.345805","12.357207"
"0012168","Leipzig, Böhlitz-Ehrenberg, Ludwig-Jahn-Str.","51.360307","12.286011"
"0012169","Leipzig, Böhlitz-Ehrenberg, Forstweg","51.361000","12.279900"
"0012170","Leipzig, Böhlitz-Ehrenberg, Barnecker Str.","51.355705","12.299999"
"0012171","Leipzig, Böhlitz-Ehrenberg, Südstr.","51.359301","12.293005"
"0012172","Leipzig, Pfingstweide","51.350006","12.309512"
"0012173","Leipzig, Philipp-Reis-Str.","51.351705","12.306001"
"0012174","Leipzig, Am Mückenschlösschen","51.349804","12.355101"
"0012175","Leipzig, Stallbaumstr.","51.358301","12.359802"
"0012199","Leipzig, Wasserwerk Windorf","51.294404","12.320207"
"0012201","Leipzig, Seumestr.","51.287303","12.314403"
"0012202","Leipzig, Gottfried-Keller-Str.","51.295296","12.435009"
"0012203","Leipzig, Huttenstr.","51.300806","12.326508"
"0012205","Leipzig, Großzschocher, Gerhard-Ellrodt-Str.","51.300400","12.321501"
"0012207","Leipzig, Arthur-Nagel-Str.","51.308402","12.326599"
"0012209","Leipzig, Kunzestr.","51.304701","12.327407"
"0012211","Leipzig, Schwartzestr.","51.315699","12.326108"
"0012213","Leipzig, Kleinzschocher","51.312401","12.325712"
"0012217","Leipzig, Knautkleeberg","51.277803","12.309805"
"0012250","Leipzig, Mozartstr. (Ferdinand-Rhode-Str.)","51.331383","12.365955"
"0012253","Leipzig, Wächterstr. (Ferdinand-Rhode-Str.)","51.333221","12.365186"
"0012263","Leipzig, Mölkau, An den Platanen","51.326808","12.441600"
"0012264","Leipzig, Mölkau, Hasenheide","51.334502","12.460608"
"0012265","Leipzig, Engelsdorf, Ärztehaus","51.339406","12.461408"
"0012266","Leipzig, Mölkau, Am Bahndamm","51.332508","12.457802"
"0012267","Leipzig, Dr.-Wilhelm-Külz-Str.","51.331504","12.436311"
"0012268","Leipzig, Mölkau, Gemeindeamt","51.331103","12.441405"
"0012269","Leipzig, Mölkau, Gottschalkstr.","51.325800","12.452604"
"0012270","Leipzig, Mölkau, Bahnhof","51.324607","12.459805"
"0012271","Leipzig, Hohenheida, Lindengasse","51.419800","12.442908"
"0012274","Leipzig, Breitenfeld, Parkring","51.404703","12.347406"
"0012276","Leipzig, Breitenfeld, Gewerbegebiet","51.405699","12.357212"
"0012277","Taucha (b. Leipzig), Markt","51.381437","12.500923"
"0012278","Taucha (b. Leipzig), Davidstr.","51.385176","12.485300"
"0012281","Leipzig, Gohlis, Landsberger Str.","51.381507","12.356100"
"0012282","Leipzig, Lortzingstr.","51.345604","12.371406"
"0012283","Leipzig, Landsberger/Max-Liebermann-Str.","51.375900","12.361307"
"0012284","Leipzig, Beyerleinstr.","51.379005","12.358704"
"0012285","Leipzig, S-Bahnhof Coppiplatz (Bus/Tram)","51.367301","12.366710"
"0012286","Leipzig, Viertelsweg","51.371399","12.364612"
"0012287","Leipzig, Menckestr.","51.359105","12.362503"
"0012288","Leipzig, Georg-Schumann-/Lindenthaler Str.","51.362601","12.365704"
"0012289","Leipzig, Zoo$Zoo (Leipzig)","51.348608","12.371699"
"0012290","Leipzig, Nordplatz","51.352500","12.373607"
"0012316","Leipzig, Henriettenstr.","51.333707","12.324312"
"0012318","Leipzig, Lindenau, Bushof","51.331455","12.318437"
"0012320","Leipzig, Lindenauer Markt","51.336801","12.335001"
"0012324","Leipzig, Rehbach","51.272600","12.276805"
"0012327","Leipzig, Grünauer Allee (Bus/Tram)","51.326006","12.301912"
"0012328","Leipzig, Parkallee","51.324906","12.295002"
"0012347","Störmthal Nord","51.249227","12.469827"
"0012348","Auenhain (Markkleeberg), Seepark","51.258113","12.431689"
"0012349","Güldengossa","51.257732","12.447367"
"0012351","Auenhain (Markkleeberg), Fasanenweg","51.264846","12.432062"
"0012353","Böhlen (b. Leipzig), Berufsschule","51.198084","12.396851"
"0012357","Störmthal, Außenstelle Gemeindeverwaltung","51.246133","12.476814"
"0012395","Leipzig, Holzhausen, Sophienhöhe","51.313599","12.455604"
"0012396","Leipzig, Mölkau Süd","51.325408","12.452804"
"0012398","Leipzig, Holzhausen, Kärrnerstr.","51.312802","12.464612"
"0012399","Leipzig, Holzhausen, Sächsisches Haus","51.306508","12.462803"
"0012400","Leipzig, Holzhausen, Hauptstr.","51.309803","12.465103"
"0012402","Leipzig, Holzhausen, Mölkauer Str.","51.310205","12.452709"
"0012403","Leipzig, Arthur-Polenz-Str.","51.307702","12.457700"
"0012405","Leipzig, S-Bahnhof Wahren","51.380285","12.323940"
"0012406","Leipzig, Lindenthal, Zeisigweg","51.379401","12.331304"
"0012407","Leipzig, Liebertwolkwitz, An den Badeanlagen","51.279002","12.466710"
"0012409","Leipzig, Liebertwolkwitzer Markt","51.283000","12.464101"
"0012411","Leipzig, Cradefelder Str.","51.387708","12.462110"
"0012412","Leipzig, Plaußig, Gewerbegebiet","51.397100","12.457099"
"0012413","Leipzig, Plaußig, Grundstr.","51.391305","12.456001"
"0012414","Leipzig, Plaußiger Dorfstr.","51.394004","12.451102"
"0012415","Naunhof (b. Grimma), Wurzener Str. (Schule)","51.281166","12.596046"
"0012417","Leipzig, Kiewer Str.","51.319005","12.277804"
"0012418","Leipzig, Plovdiver Str.","51.317203","12.268607"
"0012419","Leipzig, Binzer Str.","51.311903","12.259407"
"0012420","Leipzig, Am Kirschberg","51.321204","12.283701"
"0012421","Leipzig, Siriusweg","51.326302","12.266700"
"0012422","Leipzig, Uranusstr.","51.325001","12.272707"
"0012423","Leipzig, Schönauer Ring","51.322800","12.287403"
"0012424","Leipzig, Grünau-Nord","51.325902","12.282602"
"0012425","Leipzig, Jupiterstr.","51.320906","12.268010"
"0012426","Leipzig, Saturnstr.","51.323401","12.264313"
"0012427","Leipzig, Braun-/Bautzner Str.","51.357800","12.430999"
"0012428","Leipzig, Brahestr.","51.364605","12.438403"
"0012429","Leipzig, Abtnaundorf","51.366106","12.422801"
"0012430","Leipzig, Stöhrer-/Braunstr.","51.365907","12.430801"
"0012431","Leipzig, Heiterblickstr.","51.369104","12.425108"
"0012432","Leipzig, Sosaer Str.","51.378008","12.436707"
"0012433","Leipzig, Freiberger Str.","51.375104","12.432711"
"0012434","Leipzig, Julian-Marchlewski-Str.","51.356805","12.427808"
"0012435","Leipzig, Schönefeld Ost (Verbundnetz Gas AG)","51.361909","12.430689"
"0012446","Leipzig, Plaußig, Fuchsberg","51.395108","12.437717"
"0012478","Großpötzschau, Eiche (Espenhain)","51.209056","12.482335"
"0012482","Oelzschau, Gasthof (Espenhain)","51.217542","12.522623"
"0012484","Kleinpötzschau (Espenhain)","51.213317","12.489300"
"0012530","Leipzig, Lindenthal, Rudolf-Breitscheid-Str.","51.389808","12.319802"
"0012531","Leipzig, Lindenthal, Gemeindeamt","51.392300","12.328606"
"0012532","Leipzig, Lindenthal, Wilhelmstr.","51.384500","12.322104"
"0012533","Leipzig, Wilhelm-Pfennig-Str.","51.387506","12.322006"
"0012534","Leipzig, Lindenthal, Buchfinkenweg","51.379100","12.328006"
"0012535","Leipzig, Mölkau, Schulstr.","51.326008","12.447711"
"0012537","Leipzig, Lindenthal, Äußerer Zeisigweg","51.386400","12.331209"
"0012539","Leipzig, Lindenthal, Lange Trift","51.387005","12.325404"
"0012540","Leipzig, An der Hufschmiede","51.394001","12.339308"
"0012541","Leipzig, Breitenfeld, Kutscherweg","51.403307","12.341510"
"0012542","Leipzig, Liebertwolkwitz, Schwarzes Ross","51.282202","12.461302"
"0012543","Leipzig, Liebertwolkwitz, Störmthaler Str.","51.277507","12.469809"
"0012544","Leipzig, Monarchenhügel","51.291407","12.444011"
"0012545","Leipzig, Liebertwolkwitz, An der Brauerei","51.283702","12.458605"
"0012547","Leipzig, Liebertwolkwitz, Zur alten Sandgrube","51.280404","12.464006"
"0012548","Großpösna, Pösna Park","51.267510","12.500819"
"0012549","Großpösna, Bahnhof Oberholz","51.258325","12.506039"
"0012550","Leipzig, Liebertwolkwitz, Eulengraben","51.270904","12.482313"
"0012551","Großpösna, Neue Gaststätte","51.267934","12.489656"
"0012552","Leipzig, Diakonissenhaus","51.343803","12.321210"
"0012553","Leipzig, Rathaus Leutzsch$BAY","51.347801","12.314005"
"0012554","Leipzig, Wielandstr.","51.341506","12.324504"
"0012555","Leipzig, Georg-Schwarz-/Merseburger Str.","51.337407","12.327308"
"0012556","Leipzig, Miltitz","51.325355","12.263260"
"0012558","Leipzig, Leutzsch, Straßenbahnhof","51.356706","12.315811"
"0012561","Leipzig, Otto-Schmiedt-Str.","51.350206","12.322105"
"0012564","Leipzig, Paul-Michael-Str.","51.350301","12.317804"
"0012567","Leipzig, Demmeringstr.","51.330907","12.310804"
"0012568","Leipzig, Dr.-Hermann-Duncker-Str.","51.333503","12.306111"
"0012597","Rötha, Markt","51.197916","12.410006"
"0012598","Rötha, August-Bebel-Str.","51.199191","12.419617"
"0012599","Leipzig, Brand-/Selnecker Str.","51.309206","12.369509"
"0012626","Espenhain, Schule","51.192838","12.461935"
"0012636","Leipzig, Mölkau, Karl-Friedrich-Str.","51.316604","12.451913"
"0012645","Leipzig, Liebertwolkwitz, Roßstr.","51.286903","12.465599"
"0012679","Taucha (b. Leipzig), Am Schmiedehöfchen","51.378944","12.505776"
"0012680","Panitzsch, Schule","51.362809","12.529836"
"0012681","Dewitz (Taucha), Am Winneberg","51.383751","12.517913"
"0012682","Taucha (b. Leipzig), Geschwister-Scholl-Str.","51.382079","12.505311"
"0012683","Sehlis (Taucha b. L.), Treesenweg","51.377126","12.537807"
"0012684","Dewitz (Taucha), Wachbergsiedlung","51.384683","12.526966"
"0012685","Panitzsch, Abzweig Cunnersdorf","51.368050","12.549504"
"0012686","Sehlis (Taucha b. L.), Kirchenheim","51.373325","12.545760"
"0012687","Plösitz, Bergstr. (Taucha)","51.375901","12.516089"
"0012688","Plösitz, Hedwigstr. (Taucha)","51.371745","12.512868"
"0012690","Leipzig, Theresienstr.","51.360505","12.386606"
"0012691","Schkeuditz, Rathausplatz","51.396257","12.219626"
"0012693","Schkeuditz, Paetzstr.","51.391403","12.241734"
"0012694","Schkeuditz, Altscherbitz","51.393470","12.230699"
"0012695","Schkeuditz, Modelwitz","51.388604","12.250561"
"0012696","Schkeuditz, Gartenstadt","51.391064","12.242932"
"0012697","Leipzig, Delitzscher/Theresienstr.","51.359404","12.380507"
"0012698","Leipzig, Mariannenpark","51.352302","12.399699"
"0012700","Leipzig, Rackwitzer Str.","51.358000","12.397953"
"0012702","Leipzig, Kleiststr.","51.366202","12.380505"
"0012703","Leipzig, Hartzstr.","51.361705","12.390500"
"0012704","Leipzig, Bertolt-Brecht-Str.","51.358706","12.428008"
"0012705","Leipzig, Hofmeisterstr.","51.343706","12.387304"
"0012706","Leipzig, Friedrich-List-Platz","51.345480","12.392489"
"0012707","Leipzig, S-Bahnhof Leutzsch","51.353202","12.303309"
"0012709","Leipzig, Mockau, Kirche","51.377806","12.421203"
"0012710","Leipzig, Thekla, Tauchaer Str.","51.379303","12.426904"
"0012711","Leipzig, Mockau, Post","51.375204","12.412705"
"0012712","Leipzig, Samuel-Lampel-Str.","51.375700","12.418201"
"0012713","Leipzig, Einertstr.","51.346004","12.399204"
"0012714","Leipzig, Hermann-Liebmann-/Eisenbahnstr.","51.345603","12.406210"
"0012733","Böhlen (b. Leipzig), Ärztehaus","51.201477","12.388055"
"0012735","Rötha, Lessingstr.","51.199595","12.416570"
"0012748","Böhlen (b. Leipzig), Kulturhaus","51.208175","12.385913"
"0012769","Markkleeberg, Freiburger Allee","51.270660","12.355663"
"0012806","Leipzig, Waldemar-Götze-Str.","51.383206","12.433605"
"0012807","Leipzig, Teschstr.","51.389708","12.433604"
"0012808","Taucha (b. Leipzig), Am Obstgut","51.382573","12.474253"
"0012809","Leipzig, Plaußig, Am Kellerberg","51.394701","12.456099"
"0012810","Taucha (b. Leipzig), An der Schäferei","51.382376","12.510680"
"0012811","Taucha (b. Leipzig), An der Bürgerruhe","51.378998","12.491339"
"0012813","Taucha (b. Leipzig), Klebendorfer Str.","51.373375","12.489029"
"0012814","Leipzig, Plaußig, Portitzmühlweg","51.391806","12.443908"
"0012815","Leipzig, Plaußig, Alte Theklaer Str.","51.391908","12.450211"
"0012816","Leipzig, Klinikum St. Georg$Leipzig, Krankenhaus St. Georg","51.384300","12.381208"
"0012818","Leipzig, Delitzscher/Essener Str.","51.376200","12.385509"
"0012819","Leipzig, Hornbach Baumarkt","51.378999","12.384811"
"0012820","Leipzig, Eutritzsch, Markt","51.367707","12.386304"
"0012821","Leipzig, Mosenthinstr.","51.372607","12.386005"
"0012822","Leipzig, Wilhelminenstr.","51.361500","12.381408"
"0012823","Leipzig, Wiederitzsch, Dachauer Str.","51.390108","12.377210"
"0012824","Leipzig, Wiederitzsch, Mitte","51.393406","12.375699"
"0012825","Leipzig, Mockau-West","51.380901","12.402007"
"0012826","Leipzig, Elisabeth-Schumacher-Str.","51.351004","12.438906"
"0012827","Leipzig, Weinbrennerstr.","51.350800","12.445510"
"0012829","Leipzig, Permoser-/Torgauer Str.","51.351605","12.428210"
"0012830","Leipzig, Max-Lingner-Str.","51.355007","12.423208"
"0012832","Leipzig, Otto-Michael-Str.","51.378001","12.406203"
"0012833","Leipzig, Neutzscher Str.","51.380306","12.434710"
"0012834","Leipzig, Rückmarsdorf, Friedhof","51.344206","12.255010"
"0012835","Leipzig, Burghausen","51.356601","12.265511"
"0012836","Leipzig, Rückmarsdorf, Großer Marktweg","51.344203","12.263208"
"0012837","Leipzig, Rückmarsdorf, Miltitzer Str.","51.347900","12.262810"
"0012841","Leipzig, Rathaus Schönefeld","51.359706","12.410704"
"0012842","Leipzig, Schönefeld, Volbedingstr.","51.361304","12.407404"
"0012843","Leipzig, Ossietzky-/Gorkistr.","51.359307","12.417611"
"0012844","Gundorf, Friedhof","51.358821","12.266517"
"0012845","Leipzig, Stöckelstr.","51.354003","12.412003"
"0012846","Leipzig, Löbauer Str.","51.356803","12.416204"
"0012847","Dölzig (Schkeuditz), Kirche","51.353448","12.207876"
"0012848","Leipzig, Böhlitz-Ehrenberg, Heinrich-Heine-Str.","51.356500","12.290607"
"0012849","Leipzig, Stannebeinplatz","51.351299","12.407911"
"0012851","Leipzig, Torgauer Platz","51.345064","12.414210"
"0012854","Leipzig, Rückmarsdorf, Wachbergallee","51.340579","12.263539"
"0012886","Threna, Grimmaer Str.","51.255440","12.539137"
"0012926","Dölzig, B181/Südstr.","51.349020","12.208686"
"0012967","Leipzig, Gohlis-Nord","51.375108","12.378202"
"0012968","Leipzig, Chausseehaus$SH","51.356205","12.377011"
"0012969","Leipzig, S-Bahnhof Gohlis","51.363504","12.374302"
"0012970","Leipzig, Gottschallstr.","51.369003","12.376603"
"0012971","Leipzig, Fritz-Seger-Str.","51.357299","12.369006"
"0012972","Leipzig, Georg-Schumann-/Lützowstr.","51.361507","12.370909"
"0012973","Leipzig, Wiederitzscher Str.","51.364104","12.358431"
"0012974","Leipzig, S-Bahnhof Möckern","51.365769","12.351184"
"0012975","Leipzig, Portitz, Teichsiedlung","51.378603","12.464411"
"0012976","Leipzig, Am langen Teiche","51.384002","12.453611"
"0012977","Leipzig, Portitz, Krätzbergstr.","51.383404","12.463208"
"0012978","Leipzig, Cleudner Str.","51.381407","12.442811"
"0012979","Leipzig, Wodanstr.","51.382900","12.447708"
"0012980","Leipzig, Simon-Bolivar-Str.","51.379205","12.420101"
"0012982","Leipzig, Zur Waldenau","51.382903","12.469205"
"0012983","Taucha (b. Leipzig), Matthias-Erzberger-Str.","51.382135","12.480212"
"0012987","Zöbigker (Markkleeberg), Schmiede","51.266640","12.351930"
"0012988","Markkleeberg, Gautzscher Platz","51.278856","12.359271"
"0012992","Leipzig, Wilhelm-Leuschner-Platz","51.335872","12.375873"
"0012993","Leipzig, Thomaskirche","51.339306","12.371202"
"0012994","Leipzig, Neues Rathaus","51.335506","12.371109"
"0012995","Leipzig, Hauptbahnhof/Westseite","51.344803","12.378612"
"0012996","Leipzig, Goerdelerring","51.344204","12.371002"
"0012997","Großstädteln (Markkleeberg), Bahnhof","51.262104","12.377067"
"0012998","Leipzig, Münzgasse/LVZ","51.333060","12.373585"
"0012999","Großstädteln (Markkleeberg), Kleine Aue","51.256625","12.380276"
"0013000","Leipzig, Hauptbahnhof","51.343961","12.380345"
"0013001","Leipzig, Roßplatz","51.336108","12.378604"
"0013002","Leipzig, Augustusplatz","51.338905","12.382011"
"0013003","Leipzig, S-Bahnhof Connewitz","51.301722","12.383922"
"0013004","Leipzig, Raschwitzer Str.","51.295904","12.386104"
"0013005","Leipzig, Pfeffingerstr.","51.308106","12.378008"
"0013006","Leipzig, Hildebrandstr.","51.304903","12.381803"
"0013007","Leipzig, Connewitz, Kreuz","51.310805","12.373300"
"0013008","Leipzig, Südplatz","51.324941","12.373592"
"0013009","Leipzig, Friederikenstr.","51.291106","12.390009"
"0013010","Leipzig, Leinestr.","51.287401","12.392805"
"0013061","Mölbis (Espenhain)","51.196040","12.497524"
"0013118","Leipzig, Kietzstr.","51.354602","12.317698"
"0013120","Leipzig, Nonnenweg","51.319504","12.352199"
"0013122","Leipzig, Kloßstr.","51.305608","12.320500"
"0013124","Leipzig, An den Tierkliniken","51.316408","12.394402"
"0013125","Leipzig, Thekla, S-Bahnhof","51.371910","12.428191"
"0013131","Leipzig, S-Bahnhof Allee-Center","51.320205","12.292713"
"0013132","Leipzig, Stuttgarter Allee","51.313301","12.292003"
"0013196","Leipzig, Lützner/Merseburger Str.","51.335808","12.330106"
"0013247","Leipzig, Richard-Lehmann-Str./HTWK$Leipzig, HTWK","51.315007","12.373206"
"0013280","Leipzig, Saarländer Str.","51.327916","12.308465"
"0013282","Leipzig, Hohentichelnstr.","51.359106","12.441007"
"0013283","Leipzig, Credéstr.","51.330254","12.314489"
"0013284","Leipzig, S-Bahnhof Leipzig Nord","51.362505","12.399508"
"0013286","Leipzig, Lauerscher Weg","51.298901","12.332810"
"0013287","Markkleeberg, Cospudener See/Nordstrand","51.284991","12.349481"
"0013288","Leipzig, Schongauerstr.","51.345701","12.473499"
"0013289","Markkleeberg, Mehringstr.","51.280088","12.354587"
"0013290","Markkleeberg, Cospudener See/Erlebnisachse","51.283206","12.352463"
"0013296","Leipzig, Cospudener See/EXPO-Pavillon","51.297215","12.344606"
"0013511","Panitzsch, Gerichshainer Str.","51.362088","12.538801"
"0013514","Leipzig, Fliederhof","51.354197","12.395747"
"0013537","Leipzig, Antonien-/Gießerstr.","51.320505","12.326600"
"0013538","Leipzig, Bautzner/Bästleinstr.","51.357000","12.431902"
"0013539","Leipzig, Lausner Weg","51.312001","12.307806"
"0013543","Leipzig, Holzhausen, Colmbergsiedlung","51.295508","12.464412"
"0013545","Leipzig, Großzschocher, Anton-Zickmantel-Str.","51.302506","12.324910"
"0013546","Leipzig, Kommandant-Prendel-Allee","51.313904","12.422009"
"0013548","Leipzig, Leonhard-Frank-Str.","51.351400","12.430607"
"0013549","Leipzig, Leupoldstr.","51.362405","12.438008"
"0013550","Leipzig, Arno-Nitzsche-/Arthur-Hoffmann-Str.","51.310403","12.379109"
"0013551","Leipzig, Oberdorfstr.","51.321003","12.428910"
"0013552","Leipzig, Paunsdorf, Friedhof","51.355107","12.444311"
"0013553","Leipzig, Paunsdorfer Str.","51.334802","12.441912"
"0013554","Leipzig, Permoser-/Hohentichelnstr.","51.350400","12.447203"
"0013555","Leipzig, Schwimmhalle Südost","51.316602","12.426902"
"0013557","Leipzig, Uhlandweg","51.337204","12.443398"
"0015735","Leipzig, Gottscheina, Siedlung","51.421205","12.476912"
"0015738","Leipzig, Hauptbahnhof/Goethestr.","51.343307","12.381503"
"0015763","Leipzig, GVZ Nord/Porschestr.","51.413341","12.296518"
"0015786","Leipzig, Reichsstr.","51.340707","12.376904"
"0015787","Leipzig, Russenstr.","51.304603","12.440811"
"0015811","Leipzig, Probstheidaer/Willi-Bredel-Str.","51.303417","12.399883"
"0015823","Leipzig, August-Bebel-/Richard-Lehmann-Str.","51.314599","12.368312"
"0015824","Leipzig, Alte Salzstr.","51.314905","12.279405"
"0015825","Leipzig, Dornbergerstr.","51.343205","12.406104"
"0015826","Leipzig, Engelsdorf, Kirche","51.336101","12.485506"
"0015827","Leipzig, Gustav-Freytag-Str.","51.312607","12.368812"
"0015828","Leipzig, Ringstr.","51.317901","12.296608"
"0015829","Leipzig, Steinstr. (Ärztehaus Süd)","51.317905","12.368411"
"0015861","Leipzig, GVZ Süd/Am Exer","51.394079","12.292760"
"0015865","Taucha (b. Leipzig), S-Bahnhof","51.378031","12.483679"
"0015873","Leipzig, Schönefelder Str.","51.363203","12.396198"
"0015922","Taucha (b. Leipzig), Bogumils Garten","51.374373","12.491461"
"0015925","Taucha (b. Leipzig), Leipziger Str.","51.377266","12.491523"
"0015926","Taucha (b. Leipzig), Rathaus","51.381352","12.498042"
"0015934","Leipzig, Breitenfeld, Tierheim","51.402304","12.346109"
"0016305","Leipzig, Geithainer Str.","51.342800","12.445111"
"0016802","Belgershain, Am Teich","51.235744","12.549612"
"0016881","Leipzig, Engelsdorf, Güterbahnhofstr.","51.345807","12.465711"
"0016947","Klinga, Teich","51.272242","12.635403"
"0016950","Köhra, Windmühlenstr. (Belgershain)","51.251397","12.567126"
"0016997","Naunhof (b. Grimma), Bismarckstr.","51.276799","12.591232"
"0017107","Taucha (b. Leipzig), Manteuffelstr.","51.373974","12.484017"
"0017154","Leipzig, Weimarer Str.","51.326904","12.281511"
"0017155","Leipzig, Kursdorfer Weg","51.324999","12.284001"
"0017161","Leipzig, Kiewer Str./Kaufland","51.325006","12.275104"
"0019921","Leipzig, BMW Zentralgebäude","51.408902","12.437099"
"0019940","Markkleeberg, Seenallee","51.272999","12.377178"
"0019968","Leipzig, Azaleenstr.","51.262807","12.299210"
"0019969","Leipzig, Dingolfinger Str.","51.405999","12.418910"
"0019970","Leipzig, Gohlis-Süd","51.361500","12.365508"
"0019971","Günthersdorf, Schwarzer Bär (Leuna)","51.347094","12.171796"
"0020052","Leipzig, Mölkau, Mölkauer Dorfplatz","51.332602","12.443312"
"0020158","Leipzig, S-Bahnhof Slevogtstr.","51.373405","12.344200"
"0020180","Leipzig, Connewitzer Str.","51.304504","12.417809"
"0020213","Leipzig, Schönbachstr.","51.320273","12.413300"
"0020226","Leipzig, Windmühlenstr.","51.334007","12.376009"
"0020274","Leipzig, BMW/Tor 1","51.396905","12.445700"
"0020282","Leipzig, BMW Presswerk","51.411918","12.453761"
"0022361","Leipzig, Essener/Friedrichshafner Str.","51.375707","12.405602"
"0022362","Leipzig, Leonhardtstr.","51.372298","12.404731"
"0022385","Gärnitz, Schule (Markranstädt)","51.276755","12.218825"
"0022453","Zweenfurth (Borsdorf), Großer Weg","51.338920","12.548729"
"0022519","Markranstädt, Bahnhof","51.306586","12.224816"
"0022868","Leipzig, Schildberger Weg","51.380237","12.406614"
"0022879","Leipzig, Albersdorfer Str.","51.284671","12.311446"
"0022880","Leipzig, Fortunabadstr.","51.279975","12.310277"
"0022931","Borsdorf (Sachsen), S-Bahnhof","51.346144","12.540917"
"0022932","Panitzsch, Sommerfelder Str.","51.350661","12.506500"
"0022933","Plösitz, Kriekauer Str.","51.369621","12.511139"
"0022934","Leipzig, Steinplatz","51.317913","12.378442"
"0022936","Leipzig, Future Electronics","51.409393","12.456734"
"0022937","Leipzig, Ferag","51.406313","12.459031"
"0023153","Leipzig, Allee-Center/Offenburger Str.","51.320541","12.288762"
"0023154","Leipzig, Allee-Center Süd","51.318609","12.290618"
"0023155","Leipzig, Breisgau-/Ringstr.","51.317700","12.295776"
"0023156","Leipzig, Breisgaustr./S-Bahnhof Karlsruher Str.","51.317112","12.280553"
"0023157","Leipzig, Str. am Park","51.315955","12.304719"
"0023158","Leipzig, Horburger Str.","51.328982","12.283080"
"0023162","Leipzig, Schönau, Kirche","51.327737","12.289306"
"0023163","Leipzig, Selliner Str., Gesundheitszentrum","51.313604","12.264205"
"0023204","Leipzig, Gärtnerstr.","51.316911","12.306840"
"0024972","Leipzig, Opalstr.","51.341443","12.478216"
"0095480","Leipzig, Möckern, Faradaystr.","51.368807","12.349008"
"0096323","Leipzig, Melissenweg","51.387608","12.354707"
